,id,text,annotations,meta,annotation_approver,Unnamed: 5,Unnamed: 6,Unnamed: 7,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
72,887972,tã ok giá mềm kích_thước to hãng kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13161, 'comment': 'tã dùng ok, giá mềm. size to hơn các hãng khác. dùng rất thích', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'giá +'], '30': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
73,887971,hàng giao đúng hạn như thông_báo bao_bì đóng_gói kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13190, 'comment': 'Hàng giao đúng hạn như thông báo, bao bì đóng gói chuẩn....Hàng Ok', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '30': ['chất lượng +', 'dịch vụ +', 'ship +']}}",,,,,1,0,0,1,0,0,0
75,887969,bình không nhiệt bao,"[{'label': 316, 'user': 15}]","{'review_id': 14203, 'comment': 'bình này cũng thường thôi ko giữ nhiệt được bao lâu', 'summary': 'Bình thường', 'annotations': {'28': ['other'], '19': ['other']}}",,,,,0,0,0,0,0,0,1
76,887968,bỉm thấm hút tốt giao hàng nhanh đóng_gói cẩn kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14447, 'comment': 'bỉm thấm hút tốt, giao hàng nhanh, đóng gói cẩn thận...', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '29': ['dịch vụ +', 'ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
77,887967,tiki giao hàng nhanh nhân_viên nhiệt_tình vui_vẻ hàng tốt ủng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12900, 'comment': 'Tiki giao hàng nhanh, nhân viên nhiệt tình vui vẻ, hàng tốt, sẽ tiếp tục ủng hộ!', 'summary': 'Hài lòng', 'annotations': {'23': ['ship +'], '29': ['chất lượng +', 'ship +']}}",,,,,1,0,0,1,0,0,0
78,887966,đóng_gói kĩ hang dsax bong túi_bóng r sản_phẩm chưa chưa,"[{'label': 315, 'user': 15}]","{'review_id': 13016, 'comment': 'So đóng gói j dk kĩ nhận dk hang mà dsax bong túi bóng r sp chưa dùng nên chưa biết', 'summary': 'Hài lòng', 'annotations': {'23': ['typo'], '29': ['trash', 'typo'], '30': ['dịch vụ +', 'typo']}}",,,,,0,0,0,0,0,0,0
79,887965,hàng hãng đợt mua tặng kèm 6 miếng túi giá mềm giá nguyên hài_lòng mua giao hàng nhanh tối cn trưa t2 giao kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 1188, 'comment': 'Hàng chính hãng. Đợt này mua có tặng kèm 6 miếng mỗi túi nên giá khá mềm so với giá nguyên. Khá hài lòng. Mình mua của Healthcare, giao hàng rất nhanh, tối CN đặt thì trưa T2 giao rồi.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'giá +', 'dịch vụ +', 'chính hãng +'], '17': ['ship +', 'dịch vụ +', 'giá +', 'chính hãng +'], '20': ['giá +', 'ship +', 'chính hãng +'], '25': ['ship +', 'giá +', 'chính hãng +']}}",,,,,1,1,1,0,0,0,0
80,887964,giao hàng nhanh_chóng đóng_gói cẩn,"[{'label': 319, 'user': 15}]","{'review_id': 1128, 'comment': 'Giao hàng nhanh chóng đóng gói cẩn thận', 'summary': 'Hài lòng', 'annotations': {'28': ['ship +'], '17': ['ship +'], '20': ['ship +'], '25': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
81,887963,thanh_toán tiền đổi kích_thước l68 không thanh_toán tiền đổi kích_thước l68 không,"[{'label': 315, 'user': 15}]","{'review_id': 12882, 'comment': 'Em đã đặt rồi. e thanh toán tiền rồi ạ. e muốn đổi lại size L68 đc k ạ', 'summary': 'Em đã đặt rồi. e thanh toán tiền rồi ạ. e muốn đổi lại size L68 đc k ạ', 'annotations': {'23': ['trash'], '29': ['other']}}",,,,,0,0,0,0,0,0,0
83,887961,sản_phẩm tốt giao hàng nhiệt_tình kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13949, 'comment': 'sản phẩm rất tốt giao hàng rất nhiệt tình rất thích', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ +', 'ship +', 'chất lượng +'], '19': ['ship +']}}",,,,,1,0,0,1,0,0,0
84,887960,giá sale kì hài_lòng,"[{'label': 317, 'user': 15}]","{'review_id': 13452, 'comment': 'Giá sale rất tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['giá +'], '30': ['giá +']}}",,,,,0,1,0,0,0,0,0
86,887958,sản_phẩm tuyệt kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13146, 'comment': 'sản phẩm rất tuyệt vời!!!', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
88,887956,giá hơi mã giảm_giá tốt giá hơi mã giảm_giá hơi mã giảm_giá tốt,"[{'label': 318, 'user': 15}]","{'review_id': 2244, 'comment': 'Giá hơi cao, nếu có thêm mã giảm giá thì tốt , Giá hơi cao, nếu có thêm mã giảm giá thì tốt', 'summary': 'Giá hơi cao, nếu có thêm mã giảm giá thì tốt', 'annotations': {'23': ['giá -'], '28': ['giá -']}}",,,,,0,1,0,0,0,0,0
89,887955,rẻ giá chợ ! hàng nhanh ủng_hộ,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14799, 'comment': 'rẻ so với giá ngoài chợ! nhận hàng nhanh sẽ ủng hộ 👍👍', 'summary': 'Hài lòng', 'annotations': {'28': ['giá +'], '29': ['giá +', 'ship +']}}",,,,,1,1,0,0,0,0,0
90,887954,shop bảo_quản hàng kém sản_phẩm vệ_sinh bé vỏ bẩn kinh_khủng lau không giấy đen xì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 13309, 'comment': 'Shop bảo quản hàng quá kém. Sản phẩm vệ sinh cho bé mà vỏ ngoài bẩn kinh khủng. Mình lau không biết hết bao nhiêu giấy mà đen xì cả giấy.', 'summary': 'Không hài lòng', 'annotations': {'23': ['ship -'], '30': ['dịch vụ -']}}",,,,,0,0,0,0,0,0,0
91,887953,sản_phẩm di_ứng loại mỹ_phẩm phẩm tốt,"[{'label': 315, 'user': 15}]","{'review_id': 12841, 'comment': 'Sản phẩm này dùng thích.Da mình hay di ứng các loại mỹ phẩm dùng thích.', 'summary': 'Sản phẩm tốt.', 'annotations': {'23': ['trash'], '29': ['chất lượng +']}}",,,,,0,0,0,0,0,0,0
92,887952,hài_lòng sản kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13659, 'comment': 'Khá hài lòng về sản phẩm.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['other'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
93,887951,giao hàng nhanh sản_phẩm kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13932, 'comment': 'Giao hàng nhanh sản phẩm ok', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +', 'ship +'], '19': ['ship +']}}",,,,,1,0,0,1,0,0,0
94,887950,bỉm y hình tiki giao hàng kì hài_lòng,"[{'label': 323, 'user': 15}, {'label': 319, 'user': 15}]","{'review_id': 13776, 'comment': 'bỉm y hình. tiki giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['chất lượng +', 'ship +']}}",,,,,1,0,1,0,0,0,0
97,887947,mua shop 3 cực_kì thất_vọng gói hàng không hề hộp đơn_giản xốp sốc quấn nilong xung_quanh m hộp sữa móp méo,"[{'label': 322, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 13172, 'comment': 'mua của shop lần này là lần thứ 3 nhưng  cực kì thất vọng về cách gói hàng. ko hề có hộp  hay đơn giản nhất là xốp giảm sốc, chỉ quấn nilong xung quanh, m nhận đc hộp sữa móp méo luôn ạ.', 'summary': 'Bình thường', 'annotations': {'23': ['ship -'], '30': ['chất lượng -', 'dịch vụ -']}}",,,,,1,0,0,1,0,0,0
98,887946,hàng hãng giá mềm sữa tốt tốt uống ủng_hộ tốt 5,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 14365, 'comment': 'Hàng chính hãng, giá thì mềm, sữa tốt con tốt rất thích uống, ủng hộ tiki', 'summary': 'Chất lượng tốt 5 sao', 'annotations': {'28': ['chất lượng +', 'giá +', 'chính hãng +'], '29': ['chất lượng +', 'giá +', 'chính hãng +']}}",,,,,0,1,1,1,0,0,0
99,887945,hài_lòng sản_phẩm hàng tặng kèm đúng như kì hài_lòng,"[{'label': 323, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 12768, 'comment': 'Rất hài lòng, sản phẩm và hàng tặng kèm đúng như trong hình.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['dịch vụ +'], '29': ['dịch vụ +', 'chất lượng +']}}",,,,,0,0,1,0,1,0,0
100,887944,mua 2 bich huk kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 14193, 'comment': 'sao nay mua 2 bich huk được vậy ạ....................', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['trash'], '19': ['other', 'typo']}}",,,,,0,0,0,0,0,0,0
102,887942,sữa thơm uống bé uống đầu mua hộp 40 gam bé hợp_tác vui mua bé uống sữa care 100 + giới_thiệu kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14550, 'comment': 'sữa thơm dễ uống, bé nhà mình thích uống ngay lần đầu khi mua hộp 400 gam ,thấy bé chịu hợp tác như vậy nên mình cũng vui nên đặt mua thêm cho bé uống, mình biết đến sữa care 100+ này qua lời giới thiệu của bạn mình', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
103,887941,hàng kì hài_lòng,"[{'label': 323, 'user': 15}]","{'review_id': 13323, 'comment': 'Hàng chính hãng', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chính hãng +'], '30': ['chính hãng +']}}",,,,,0,0,1,0,0,0,0
104,887940,giao hàng nhanh shop đóng_gói đẹp chắc_chắn nha thân kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 14357, 'comment': 'giao hàng Nhanh, shop đóng gói rất đẹp và chắc chắn nha. \nshipper cũng thân thiện', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ +', 'ship +'], '29': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
105,887939,tràn vón không hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 2113, 'comment': 'Tràn ra ngoài và vón cục', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['chất lượng -'], '28': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
106,887938,che giu ấm sua 40 sai the nao vay tiki ? minh chinh nut giu am no chay den roi tắt xong sữa ngui,"[{'label': 315, 'user': 15}]","{'review_id': 13919, 'comment': 'Che do giu ấm sua 40 do sai the nao vay tiki??? Minh chinh nut qua giu am no chay den roi tắt xong sữa ngui ngắt', 'summary': 'Hỏi????', 'annotations': {'28': ['typo'], '19': ['typo', 'other'], '30': ['trash']}}",,,,,0,0,0,0,0,0,0
107,887937,hàng hạn giá tốt giao hàng nhanh nhân_viên nhiệt kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 317, 'user': 15}, {'label': 319, 'user': 15}]","{'review_id': 14491, 'comment': 'Hàng date mới, giá tốt, giao hàng nhanh. Nhân viên nhiệt tình.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ +', 'giá +', 'an toàn +'], '29': ['ship +', 'chất lượng +']}}",,,,,1,1,0,0,0,1,0
110,887934,tã xịn loại đóng đêm không tràn không thít bụng tin_dùng kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 1038, 'comment': 'Tã xịn loại mới đóng cả đêm không bị tràn không bị thít bụng.  tin dùng pamper', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['chất lượng +'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
111,887933,y mô kì hài_lòng,"[{'label': 323, 'user': 15}]","{'review_id': 732, 'comment': 'y mô tả', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['trash'], '25': ['chính hãng +']}}",,,,,0,0,1,0,0,0,0
112,887932,sản_phẩm kích_thước lớn đệm lưng mềm_mại bé size tả đúng tiêu kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 1547, 'comment': 'Sản phẩm mới size lớn hơn trước, đệm lưng mềm mại hơn cho bé. Size tả đúng với tiêu chuẩn', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '17': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
115,887929,giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14641, 'comment': 'Giao hàng nhanh,giá tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'ship +'], '29': ['giá +', 'chất lượng +']}}",,,,,1,1,0,0,0,0,0
116,887928,sản_phẩm hợp giá tiền chất_liệu oke ủng_hộ tiki,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14643, 'comment': 'sản phẩm hợp với giá tiền chất liệu cũng ok sẽ ủng hộ tiki tiếp', 'summary': 'Hài lòng', 'annotations': {'28': ['chất lượng +', 'giá +'], '29': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
117,887927,ít mùi chun bỉm mềm không hằn da bé bé thoải_mái kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 12825, 'comment': 'có ít mùi nhưng đc cái phần chun bỉm mềm k bị hằn trên da bé, chắc là bé cảm thấy thoải mái rồi 😂', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +'], '29': ['an toàn +']}}",,,,,0,0,0,1,0,0,0
118,887926,giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13319, 'comment': 'Giao hàng nhanh!', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '30': ['ship +']}}",,,,,1,0,0,0,0,0,0
119,887925,ổn vận_chuyển shop phát,"[{'label': 319, 'user': 15}]","{'review_id': 13838, 'comment': 'Nhìn chung là ổn, vận chuyển nhanh,\nMong shop tiếp tục phát huy.', 'summary': 'Hài lòng', 'annotations': {'19': ['ship +'], '30': ['chất lượng +', 'ship +']}}",,,,,1,0,0,0,0,0,0
121,887923,sản_phẩm tốt ủng kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14509, 'comment': 'dùng thích. sản phẩm tốt ,sẽ ủng hộ', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
122,887922,ghi bao_bì bỉm bẩn cũ sản_xuất mua hàng tiki thất_vọng mấy đơn không huỷ không hài_lòng,"[{'label': 328, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 13741, 'comment': 'ghi là bao bì mới, bỉm vừa bẩn vừa cũ, sản xuất t4/2019, mua hàng tiki thế này quá thất vọng, đặt lúc mấy đơn mà giờ ko huỷ đc mới buồn', 'summary': 'Rất không hài lòng', 'annotations': {'19': ['an toàn -'], '30': ['dịch vụ -', 'an toàn -']}}",,,,,0,0,0,0,1,1,0
123,887921,tả mỏng thấm hút kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14588, 'comment': 'Tả mỏng mà thấm hút rất tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
124,887920,giao hàng nhanh đóng_gói cẩn kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 12940, 'comment': 'giao hàng nhanh , đóng gói cẩn thận', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '29': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
125,887919,tiki giao hàng đúng hẹn sản_phẩm đảm_bảo bé phẩm tốt !,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14497, 'comment': 'Tiki giao hàng đúng hẹn, sản phẩm đảm bảo. Bé nhà mình dùng rất ưng', 'summary': 'Sản phẩm tốt!', 'annotations': {'28': ['chất lượng +', 'ship +'], '29': ['chất lượng +', 'ship +']}}",,,,,1,0,0,1,0,0,0
126,887918,hộp gỗ xinh_xắn chắc_chắn giá 46k hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 14170, 'comment': 'Hộp gỗ xinh xắn chắc chắn, giá 46k mình nghĩ là khá rẻ.', 'summary': 'Rất hài lòng', 'annotations': {'28': ['trash'], '19': ['other']}}",,,,,0,0,0,0,0,0,0
128,887916,^ - ^ ^ _ ^,"[{'label': 315, 'user': 15}]","{'review_id': 1192, 'comment': '^-^ ^_^ ^-^', 'summary': 'Bình thường', 'annotations': {'28': ['trash'], '17': ['trash'], '20': ['trash'], '25': ['trash']}}",,,,,0,0,0,0,0,0,0
129,887915,tả mềm nhẹ mỏng lưng hơi ít thun bé lớn chút mặc kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 12682, 'comment': 'tả mềm nhẹ mỏng. Lưng hơi ít thun nên chắc bé lớn thêm chút mới.mặc vừa', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
131,887913,hàng giao nhanh nhân_viên giao hàng kẹp hàng háng hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 1330, 'comment': 'Hàng giao nhanh nhưng nhân viên giao hàng kẹp hàng vào háng gây khó chịu.', 'summary': 'Không hài lòng', 'annotations': {'23': ['ship -'], '17': ['ship -']}}",,,,,1,0,0,0,0,0,0
132,887912,hạn mua hàng tiki hài_lòng sản_phẩm_chất_lượng mua huggies tiki chất_lượng,"[{'label': 327, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12827, 'comment': 'date xa. mua hàng trên tiki lúc nào cũng hài lòng. sản phẩm chất lượng.  sẽ tiếp tục mua huggies trên tiki dài dài', 'summary': 'Hàng chất lượng.', 'annotations': {'23': ['an toàn +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,1,0
134,887910,đầu tè 1 bỉm chảy xệ,"[{'label': 322, 'user': 15}]","{'review_id': 22, 'comment': 'mới sd lần đầu, tè 1 lần mà bỉm đã chảy xệ ra.', 'summary': 'Bình thường', 'annotations': {'19': ['chất lượng -'], '20': ['chất lượng +'], '25': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
136,887908,sản_phẩm_chất,"[{'label': 321, 'user': 15}]","{'review_id': 14182, 'comment': 'sp chất lượng.', 'summary': 'Hài lòng', 'annotations': {'28': ['chất lượng +'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
137,887907,sản_phẩm tốt đóng_gói cẩn_thận không móp vận kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12849, 'comment': 'Sản phẩm tốt, đóng gói cẩn thận, ko bị móp trong quá trình vận chuyển', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'chất lượng +'], '29': ['dịch vụ +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
139,887905,lừa_đảo đặt_hàng hiển_thị quà tặng kèm hàng không quà tặng gọi điện khiếu_nại bảo chụp màn_hình hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 13069, 'comment': 'lừa đảo, lúc đặt hàng thì hiển thị quà tặng kèm. đến lúc nhận hàng thì không thấy quà tặng. gọi điện khiếu nại thì bảo phải có chụp màn hình làm chứng.', 'summary': 'Không hài lòng', 'annotations': {'23': ['dịch vụ -'], '30': ['dịch vụ -', 'an toàn -']}}",,,,,0,0,0,0,1,0,0
